person_age,person_income,person_emp_length,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,debt_to_income,age_group,loan_amnt_group
22,50000,6.0,B,3000,10.99,0,0.06,0,3,0,0,0,1,0,0,0,0,1,0,0.06,青年,低
24,51000,1.0,A,3000,8.9,0,0.06,0,2,0,0,0,1,1,0,0,0,0,0,0.058823529411764705,青年,低
24,51600,8.0,B,3000,10.65,0,0.06,0,3,0,0,0,1,0,0,1,0,0,0,0.05813953488372093,青年,低
24,51600,1.0,C,3000,12.68,0,0.06,1,4,0,0,0,1,0,0,1,0,0,0,0.05813953488372093,青年,低
24,51684,8.0,B,3000,10.59,0,0.06,0,2,0,0,0,1,0,0,0,0,1,0,0.05804504295333179,青年,低
22,45996,0.0,D,3000,15.62,1,0.07,1,2,0,0,0,1,0,0,0,1,0,0,0.06522306287503261,青年,低
23,51996,1.0,B,3000,10.37,0,0.06,0,2,0,0,0,1,1,0,0,0,0,0,0.05769674590353104,青年,低
22,33640,4.0,B,12000,10.65,0,0.36,0,3,1,0,0,0,0,0,0,0,0,1,0.356718192627824,青年,中
23,52000,0.0,A,3000,5.99,0,0.06,0,2,0,0,0,1,0,1,0,0,0,0,0.057692307692307696,青年,低
25,52000,1.0,C,3000,12.99,0,0.06,1,4,0,0,0,1,1,0,0,0,0,0,0.057692307692307696,青年,低
22,33685,6.0,C,5000,13.85,0,0.15,0,3,1,0,0,0,0,1,0,0,0,0,0.14843402107763098,青年,低
25,48600,0.0,A,12000,7.327650910579088,0,0.25,0,4,0,0,0,1,0,0,0,1,0,0,0.24691358024691357,青年,中
22,48609,6.0,A,12000,7.49,0,0.25,0,3,0,0,0,1,1,0,0,0,0,0,0.24686786397580696,青年,中
26,33800,9.0,A,14400,7.88,0,0.43,0,3,1,0,0,0,0,0,0,0,0,1,0.4260355029585799,青年,中
23,48645,1.0,B,12000,10.25,0,0.25,0,4,0,0,0,1,0,0,0,0,0,1,0.24668516805427074,青年,中
25,33800,2.0,D,10000,15.31,0,0.3,0,4,1,0,0,0,0,1,0,0,0,0,0.2958579881656805,青年,低
23,33800,4.0,D,13000,15.31,0,0.38,1,4,0,0,1,0,0,1,0,0,0,0,0.38461538461538464,青年,中
23,48672,6.0,A,12000,7.42,0,0.25,0,3,0,0,0,1,0,1,0,0,0,0,0.2465483234714004,青年,中
26,49200,4.0,C,12000,15.23,0,0.24,1,3,0,0,0,1,1,0,0,0,0,0,0.24390243902439024,青年,中
23,33990,2.0,C,1000,10.59,1,0.03,0,2,1,0,0,0,1,0,0,0,0,0,0.029420417769932334,青年,低
25,49600,9.0,A,12000,7.14,0,0.24,0,4,0,0,0,1,0,1,0,0,0,0,0.24193548387096775,青年,中
24,33996,8.0,D,4000,14.91,0,0.12,1,2,1,0,0,0,0,0,0,0,0,1,0.11766090128250382,青年,低
25,50000,3.0,D,12000,16.77,0,0.24,0,3,0,0,0,1,0,0,0,0,1,0,0.24,青年,中
26,50000,1.0,B,12000,10.99555508249069,0,0.24,0,4,0,0,0,1,0,0,0,0,0,1,0.24,青年,中
24,33996,4.0,B,5100,11.12,0,0.15,0,4,0,0,1,0,0,0,0,1,0,0,0.1500176491351924,青年,低
21,33996,2.0,A,2500,7.88,1,0.07,0,3,1,0,0,0,0,0,1,0,0,0,0.07353806330156488,青年,低
22,33996,0.0,D,10000,14.96,0,0.29,1,3,0,0,1,0,0,0,0,0,0,1,0.29415225320625954,青年,低
21,50000,0.0,B,12000,11.71,0,0.24,0,3,0,0,0,1,0,0,0,0,1,0,0.24,青年,中
23,50000,0.0,B,12000,10.59,0,0.24,0,3,0,0,0,1,0,1,0,0,0,0,0.24,青年,中
24,50000,3.0,E,12000,17.14,0,0.24,0,4,0,0,0,1,0,1,0,0,0,0,0.24,青年,中
24,44000,3.0,C,12000,12.23,1,0.27,0,3,0,0,0,1,1,0,0,0,0,0,0.2727272727272727,青年,中
23,50000,1.0,A,12000,6.54,0,0.24,0,3,0,0,0,1,1,0,0,0,0,0,0.24,青年,中
22,44000,3.0,B,12000,11.86,1,0.27,0,2,0,0,0,1,1,0,0,0,0,0,0.2727272727272727,青年,中
24,50000,1.0,A,12000,7.51,0,0.24,0,4,0,0,0,1,0,0,1,0,0,0,0.24,青年,中
25,50000,2.0,A,12000,7.88,0,0.24,0,4,0,0,0,1,0,1,0,0,0,0,0.24,青年,中
23,44000,2.0,D,12000,15.361448400724202,1,0.27,0,4,0,0,0,1,0,0,0,1,0,0,0.2727272727272727,青年,中
25,50000,5.0,A,12000,7.88,0,0.24,0,2,0,0,0,1,0,0,0,0,1,0,0.24,青年,中
23,50000,1.0,C,12000,12.87,0,0.24,1,2,0,0,0,1,0,1,0,0,0,0,0.24,青年,中
22,50004,6.0,B,12000,10.0,0,0.24,0,2,0,0,0,1,0,0,0,0,1,0,0.23998080153587714,青年,中
25,44004,3.0,D,12000,15.31,1,0.27,1,3,0,0,0,1,0,0,0,1,0,0,0.2727024815925825,青年,中
23,44004,0.0,E,12000,16.0,1,0.27,0,2,0,0,0,1,0,0,0,0,0,1,0.2727024815925825,青年,中
22,50361,6.0,C,12000,12.73,0,0.24,0,4,0,0,0,1,0,1,0,0,0,0,0.2382796211354024,青年,中
26,34000,6.0,A,12000,6.03,0,0.35,0,4,1,0,0,0,1,0,0,0,0,0,0.35294117647058826,青年,中
25,50400,7.0,B,12000,10.99555508249069,0,0.24,0,3,0,0,0,1,1,0,0,0,0,0,0.23809523809523808,青年,中
23,50500,1.0,B,12000,11.58,0,0.24,0,4,0,0,0,1,0,0,0,0,0,1,0.2376237623762376,青年,中
25,34000,9.0,B,10000,12.42,0,0.29,0,3,1,0,0,0,1,0,0,0,0,0,0.29411764705882354,青年,低
25,34000,1.0,A,2500,6.03,0,0.07,0,2,1,0,0,0,0,0,1,0,0,0,0.07352941176470588,青年,低
23,34000,2.0,A,10000,6.99,0,0.29,0,4,1,0,0,0,1,0,0,0,0,0,0.29411764705882354,青年,低
23,51000,3.0,C,12000,12.99,0,0.24,0,3,0,0,0,1,0,1,0,0,0,0,0.23529411764705882,青年,中
22,45449,6.0,B,12000,10.99555508249069,1,0.26,0,4,0,0,0,1,0,0,0,1,0,0,0.26403221192985543,青年,中
25,51996,8.0,B,12000,12.21,0,0.23,0,4,0,0,0,1,0,0,0,1,0,0,0.23078698361412417,青年,中
24,52000,7.0,A,12000,7.51,0,0.23,0,3,0,0,0,1,0,0,0,0,1,0,0.23076923076923078,青年,中
25,34000,9.0,A,2000,7.66,1,0.06,0,4,1,0,0,0,1,0,0,0,0,0,0.058823529411764705,青年,低
22,52000,6.0,B,12000,11.99,0,0.23,0,3,0,0,0,1,0,1,0,0,0,0,0.23076923076923078,青年,中
23,34000,7.0,A,10950,7.29,0,0.32,0,2,0,0,1,0,0,0,0,0,0,1,0.3220588235294118,青年,中
26,34000,5.0,A,5000,5.79,0,0.15,0,4,1,0,0,0,0,0,0,0,1,0,0.14705882352941177,青年,低
22,52000,1.0,C,12000,13.61,0,0.23,1,3,0,0,0,1,0,1,0,0,0,0,0.23076923076923078,青年,中
26,34000,8.0,A,6000,6.92,0,0.18,0,4,1,0,0,0,0,0,0,0,1,0,0.17647058823529413,青年,低
22,52000,3.0,C,12000,13.57,0,0.23,1,2,0,0,0,1,0,0,0,0,1,0,0.23076923076923078,青年,中
21,34000,5.0,A,6000,6.76,0,0.18,0,2,1,0,0,0,0,1,0,0,0,0,0.17647058823529413,青年,低
25,46800,5.0,C,12000,13.11,1,0.26,1,4,0,0,0,1,0,0,1,0,0,0,0.2564102564102564,青年,中
21,34000,5.0,A,7200,6.76,1,0.21,0,2,1,0,0,0,0,0,0,0,1,0,0.21176470588235294,青年,低
24,34000,1.0,C,5100,14.35,0,0.15,0,4,1,0,0,0,0,0,0,0,1,0,0.15,青年,低
23,47000,7.0,D,12000,16.29,1,0.26,1,3,0,0,0,1,1,0,0,0,0,0,0.2553191489361702,青年,中
24,53000,6.0,B,12000,11.11,0,0.23,0,3,0,0,0,1,0,0,0,0,0,1,0.22641509433962265,青年,中
26,53000,4.0,D,12000,14.59,0,0.23,1,3,0,0,0,1,0,0,0,0,1,0,0.22641509433962265,青年,中
22,34000,5.0,B,11500,10.99,0,0.34,0,2,1,0,0,0,0,0,0,1,0,0,0.3382352941176471,青年,中
24,53000,7.0,C,12000,12.53,0,0.23,1,4,0,0,0,1,0,0,0,1,0,0,0.22641509433962265,青年,中
23,54000,7.0,C,12000,13.46354152367879,0,0.22,1,3,0,0,0,1,0,0,0,0,1,0,0.2222222222222222,青年,中
22,54000,2.0,B,12000,10.99,0,0.22,0,2,0,0,0,1,1,0,0,0,0,0,0.2222222222222222,青年,中
25,34000,2.0,D,6000,15.7,1,0.18,1,3,1,0,0,0,0,0,0,1,0,0,0.17647058823529413,青年,低
22,54000,6.0,A,12000,8.49,0,0.22,0,4,0,0,0,1,1,0,0,0,0,0,0.2222222222222222,青年,中
24,54000,6.0,A,12000,8.49,0,0.22,0,4,0,0,0,1,0,1,0,0,0,0,0.2222222222222222,青年,中
23,54000,8.0,B,12000,11.36,0,0.22,0,2,0,0,0,1,0,0,0,0,0,1,0.2222222222222222,青年,中
22,48400,6.0,C,12000,14.65,1,0.25,1,3,0,0,0,1,0,0,0,0,0,1,0.24793388429752067,青年,中
25,34000,0.0,C,10000,12.87,0,0.29,1,4,1,0,0,0,0,0,0,1,0,0,0.29411764705882354,青年,低
25,54996,3.0,B,12000,10.37,0,0.22,0,2,0,0,0,1,0,0,1,0,0,0,0.2181976871045167,青年,中
24,34000,0.0,B,10000,12.18,0,0.29,0,4,1,0,0,0,0,0,0,1,0,0,0.29411764705882354,青年,低
26,54996,2.0,A,12000,7.88,0,0.22,0,4,0,0,0,1,0,0,0,0,1,0,0.2181976871045167,青年,中
23,34000,7.0,B,19000,11.48,0,0.56,0,4,1,0,0,0,1,0,0,0,0,0,0.5588235294117647,青年,中
22,54996,6.0,A,12000,8.32,0,0.22,0,4,0,0,0,1,0,0,0,0,0,1,0.2181976871045167,青年,中
26,55000,10.0,B,12000,12.42,0,0.22,0,3,0,0,0,1,0,0,0,0,1,0,0.21818181818181817,青年,中
24,34000,2.0,D,6000,14.11,0,0.18,0,4,1,0,0,0,0,0,1,0,0,0,0.17647058823529413,青年,低
25,34000,1.0,B,10000,11.26,0,0.29,0,3,1,0,0,0,0,1,0,0,0,0,0.29411764705882354,青年,低
25,55000,9.0,B,12000,10.65,0,0.22,0,3,0,0,0,1,0,1,0,0,0,0,0.21818181818181817,青年,中
22,34000,6.0,A,5000,9.63,0,0.15,0,3,1,0,0,0,0,1,0,0,0,0,0.14705882352941177,青年,低
21,55000,5.0,B,12000,10.62,0,0.22,0,2,0,0,0,1,0,0,0,0,0,1,0.21818181818181817,青年,中
25,34000,1.0,C,7000,11.28,0,0.21,0,2,1,0,0,0,0,1,0,0,0,0,0.20588235294117646,青年,低
25,49000,1.0,D,12000,13.49,1,0.24,0,2,0,0,0,1,1,0,0,0,0,0,0.24489795918367346,青年,中
24,34000,8.0,C,10000,13.46354152367879,0,0.29,1,3,0,0,1,0,0,0,0,0,0,1,0.29411764705882354,青年,低
22,55008,6.0,C,12000,13.79,0,0.22,0,2,0,0,0,1,0,1,0,0,0,0,0.2181500872600349,青年,中
24,55032,8.0,A,12000,9.63,0,0.22,0,2,0,0,0,1,0,1,0,0,0,0,0.21805494984736154,青年,中
21,34056,6.0,B,1500,10.65,0,0.04,0,3,0,0,1,0,0,0,0,0,1,0,0.044045102184637065,青年,低
22,55555,7.0,E,12000,17.009455164585695,0,0.22,0,4,0,0,0,1,0,1,0,0,0,0,0.21600216002160022,青年,中
22,56000,1.0,A,12000,6.91,0,0.21,0,2,0,0,0,1,0,1,0,0,0,0,0.21428571428571427,青年,中
23,34174,8.0,C,9000,13.47,0,0.26,0,4,1,0,0,0,0,0,0,0,1,0,0.2633581085035407,青年,低
23,34200,4.0,A,5500,7.49,0,0.16,0,4,1,0,0,0,0,0,0,1,0,0,0.1608187134502924,青年,低
21,56000,5.0,B,12000,10.75,0,0.21,0,4,0,0,0,1,0,0,0,0,0,1,0.21428571428571427,青年,中
24,56000,8.0,B,12000,11.49,0,0.21,0,2,0,0,0,1,0,0,0,0,0,1,0.21428571428571427,青年,中
23,56000,2.0,B,12000,10.75,0,0.21,0,3,0,0,0,1,0,0,0,0,1,0,0.21428571428571427,青年,中
24,56000,4.0,A,12000,8.94,0,0.21,0,3,0,0,0,1,0,0,1,0,0,0,0.21428571428571427,青年,中
24,56000,0.0,C,12000,14.26,0,0.21,1,2,0,0,0,1,0,0,0,0,0,1,0.21428571428571427,青年,中
25,50100,1.0,D,12000,14.74,1,0.24,1,2,0,0,0,1,0,0,0,0,1,0,0.23952095808383234,青年,中
22,56755,5.0,B,12000,10.99,0,0.21,0,2,0,0,0,1,0,1,0,0,0,0,0.21143511584882388,青年,中
23,57000,0.0,C,12000,13.46354152367879,0,0.21,0,4,0,0,0,1,0,1,0,0,0,0,0.21052631578947367,青年,中
26,57000,0.0,B,12000,10.99,0,0.21,0,4,0,0,0,1,0,0,0,1,0,0,0.21052631578947367,青年,中
23,34348,7.0,A,5000,7.9,0,0.15,0,3,1,0,0,0,0,1,0,0,0,0,0.14556888319552813,青年,低
23,51000,3.0,E,12000,17.99,1,0.24,1,4,0,0,0,1,1,0,0,0,0,0,0.23529411764705882,青年,中
21,57000,5.0,A,12000,7.29,0,0.21,0,4,0,0,0,1,1,0,0,0,0,0,0.21052631578947367,青年,中
24,51000,3.0,A,12000,7.88,1,0.24,0,3,0,0,0,1,0,0,0,0,1,0,0.23529411764705882,青年,中
22,57000,6.0,C,12000,13.11,0,0.21,0,2,0,0,0,1,0,1,0,0,0,0,0.21052631578947367,青年,中
23,57000,4.0,A,12000,8.94,0,0.21,0,2,0,0,0,1,1,0,0,0,0,0,0.21052631578947367,青年,中
23,57720,8.0,C,12000,12.87,0,0.21,1,3,0,0,0,1,1,0,0,0,0,0,0.2079002079002079,青年,中
25,51780,8.0,C,12000,13.47,1,0.23,0,3,0,0,0,1,0,0,0,1,0,0,0.23174971031286212,青年,中
23,51840,1.0,D,12000,15.95,1,0.23,1,3,0,0,0,1,1,0,0,0,0,0,0.23148148148148148,青年,中
21,34500,3.0,A,6400,7.51,0,0.19,0,2,1,0,0,0,0,1,0,0,0,0,0.1855072463768116,青年,低
26,58000,5.0,B,12000,9.91,0,0.21,0,3,0,0,0,1,1,0,0,0,0,0,0.20689655172413793,青年,中
22,58000,6.0,B,12000,11.49,0,0.21,0,4,0,0,0,1,0,0,0,0,0,1,0.20689655172413793,青年,中
24,58000,6.0,C,12000,13.11,0,0.21,0,2,0,0,0,1,0,1,0,0,0,0,0.20689655172413793,青年,中
24,52260,6.0,B,12000,9.99,1,0.23,0,4,0,0,0,1,0,0,0,1,0,0,0.2296211251435132,青年,中
26,34515,11.0,A,5400,7.68,0,0.16,0,4,1,0,0,0,1,0,0,0,0,0,0.15645371577574968,青年,低
22,59000,6.0,B,12000,10.37,0,0.2,0,3,0,0,0,1,0,0,0,0,1,0,0.2033898305084746,青年,中
23,34560,1.0,B,10000,10.59,0,0.29,0,2,1,0,0,0,0,0,0,1,0,0,0.28935185185185186,青年,低
24,52000,8.0,B,3000,11.49,0,0.06,0,4,0,0,0,1,1,0,0,0,0,0,0.057692307692307696,青年,低
24,52000,3.0,A,3000,7.327650910579088,0,0.06,0,2,0,0,0,1,0,0,0,1,0,0,0.057692307692307696,青年,低
23,52800,6.0,B,3000,10.99,0,0.06,0,4,0,0,0,1,0,0,0,1,0,0,0.056818181818181816,青年,低
23,34600,5.0,B,6800,12.69,0,0.2,0,4,1,0,0,0,0,1,0,0,0,0,0.19653179190751446,青年,低
24,34600,2.0,A,4000,5.42,0,0.12,0,2,1,0,0,0,1,0,0,0,0,0,0.11560693641618497,青年,低
25,53000,6.0,C,3000,13.99,0,0.06,1,2,0,0,0,1,0,0,0,1,0,0,0.05660377358490566,青年,低
21,53000,3.0,D,3000,15.361448400724202,0,0.06,0,4,0,0,0,1,0,1,0,0,0,0,0.05660377358490566,青年,低
23,34662,1.0,B,3000,10.75,1,0.09,0,4,1,0,0,0,0,0,1,0,0,0,0.08655011251514627,青年,低
22,54000,2.0,A,3000,7.327650910579088,0,0.06,0,4,0,0,0,1,0,0,0,1,0,0,0.05555555555555555,青年,低
22,34800,3.0,C,1500,13.49,0,0.04,1,3,1,0,0,0,1,0,0,0,0,0,0.04310344827586207,青年,低
25,54000,1.0,A,3000,9.32,0,0.06,0,3,0,0,0,1,0,0,0,0,0,1,0.05555555555555555,青年,低
26,34800,4.0,B,5975,11.49,0,0.17,0,4,1,0,0,0,0,0,0,1,0,0,0.17169540229885058,青年,低
25,34800,6.0,A,5125,6.99,1,0.15,0,2,1,0,0,0,1,0,0,0,0,0,0.14727011494252873,青年,低
25,34800,4.0,A,9450,5.99,0,0.27,0,4,1,0,0,0,1,0,0,0,0,0,0.27155172413793105,青年,低
23,55000,2.0,A,3000,6.99,0,0.05,0,2,0,0,0,1,0,1,0,0,0,0,0.05454545454545454,青年,低
22,55000,6.0,C,3000,12.68,0,0.05,1,4,0,0,0,1,0,0,0,0,1,0,0.05454545454545454,青年,低
25,49000,2.0,C,3000,12.68,1,0.06,1,3,0,0,0,1,0,0,0,0,0,1,0.061224489795918366,青年,低
22,49000,7.0,C,3000,12.23,1,0.06,1,2,0,0,0,1,1,0,0,0,0,0,0.061224489795918366,青年,低
26,55000,1.0,C,3000,13.46354152367879,0,0.05,0,2,0,0,0,1,1,0,0,0,0,0,0.05454545454545454,青年,低
23,55000,2.0,B,3000,9.88,0,0.05,0,2,0,0,0,1,0,0,0,0,0,1,0.05454545454545454,青年,低
25,55000,0.0,A,3000,6.39,0,0.05,0,4,0,0,0,1,0,0,0,1,0,0,0.05454545454545454,青年,低
22,55500,6.0,B,3000,10.59,0,0.05,0,3,0,0,0,1,0,0,0,1,0,0,0.05405405405405406,青年,低
22,34900,6.0,B,4000,9.99,0,0.11,0,2,1,0,0,0,1,0,0,0,0,0,0.11461318051575932,青年,低
25,56000,2.0,B,3000,12.69,0,0.05,0,3,0,0,0,1,0,0,0,0,1,0,0.05357142857142857,青年,低
24,50000,3.0,C,3000,13.46354152367879,1,0.06,0,2,0,0,0,1,0,0,0,1,0,0,0.06,青年,低
22,34977,5.0,D,13000,16.0,0,0.37,0,2,1,0,0,0,0,0,0,0,1,0,0.3716728135631987,青年,中
25,34980,1.0,B,6000,11.48,0,0.17,0,2,1,0,0,0,0,0,0,0,0,1,0.17152658662092624,青年,低
25,50160,0.0,D,3000,14.42,1,0.06,0,2,0,0,0,1,1,0,0,0,0,0,0.05980861244019139,青年,低
23,34992,4.0,F,22550,15.96,0,0.64,1,3,1,0,0,0,0,1,0,0,0,0,0.6444330132601738,青年,高
21,57000,3.0,A,3000,5.42,0,0.05,0,3,0,0,0,1,0,0,0,0,1,0,0.05263157894736842,青年,低
24,35000,9.0,B,8000,11.71,0,0.23,0,2,1,0,0,0,0,0,1,0,0,0,0.22857142857142856,青年,低
24,57000,1.0,A,3000,7.88,0,0.05,0,3,0,0,0,1,0,0,0,1,0,0,0.05263157894736842,青年,低
23,35000,7.0,B,12000,12.42,0,0.34,0,2,1,0,0,0,1,0,0,0,0,0,0.34285714285714286,青年,中
22,58000,6.0,B,3000,11.83,0,0.05,0,2,0,0,0,1,0,1,0,0,0,0,0.05172413793103448,青年,低
23,58500,2.0,B,3000,9.88,0,0.05,0,2,0,0,0,1,1,0,0,0,0,0,0.05128205128205128,青年,低
23,59000,5.0,A,3000,7.14,0,0.05,0,2,0,0,0,1,1,0,0,0,0,0,0.05084745762711865,青年,低
23,59300,1.0,A,3000,9.63,0,0.05,0,3,0,0,0,1,0,0,0,1,0,0,0.050590219224283306,青年,低
21,35000,5.0,B,10000,10.99555508249069,0,0.29,0,4,0,0,1,0,0,0,0,0,0,1,0.2857142857142857,青年,低
23,35000,7.0,B,5000,11.71,0,0.14,0,4,0,0,1,0,0,0,0,1,0,0,0.14285714285714285,青年,低
25,60000,5.0,D,3000,17.58,0,0.05,1,2,0,0,0,1,0,1,0,0,0,0,0.05,青年,低
26,60000,5.0,C,3000,15.62,0,0.05,0,2,0,0,0,1,0,0,0,0,0,1,0.05,青年,低
26,35000,3.0,A,4800,6.03,0,0.14,0,2,0,0,1,0,0,0,1,0,0,0,0.13714285714285715,青年,低
24,35000,3.0,C,15000,14.27,0,0.43,0,2,1,0,0,0,0,0,0,1,0,0,0.42857142857142855,青年,中
26,60000,3.0,B,3000,10.0,0,0.05,0,3,0,0,0,1,1,0,0,0,0,0,0.05,青年,低
23,60000,1.0,A,3000,7.51,0,0.05,0,2,0,0,0,1,1,0,0,0,0,0,0.05,青年,低
23,60000,1.0,B,3000,10.25,0,0.05,0,4,0,0,0,1,0,0,0,1,0,0,0.05,青年,低
21,35000,5.0,B,6900,12.42,0,0.2,0,3,1,0,0,0,0,0,0,0,1,0,0.19714285714285715,青年,低
23,35000,2.0,B,14000,10.99555508249069,0,0.4,0,3,0,0,1,0,0,0,0,0,0,1,0.4,青年,中
22,60000,2.0,B,3000,11.89,0,0.05,0,4,0,0,0,1,0,0,0,0,1,0,0.05,青年,低
26,60996,6.0,C,3000,12.22,0,0.05,1,4,0,0,0,1,0,0,1,0,0,0,0.04918355301987015,青年,低
24,35000,6.0,B,8575,10.65,0,0.24,0,4,1,0,0,0,0,0,0,1,0,0,0.245,青年,低
22,35000,6.0,A,9500,6.03,0,0.27,0,3,1,0,0,0,1,0,0,0,0,0,0.2714285714285714,青年,低
24,55160,0.0,A,3000,8.9,1,0.05,0,3,0,0,0,1,0,1,0,0,0,0,0.05438723712835388,青年,低
23,61200,7.0,B,3000,12.42,0,0.05,0,2,0,0,0,1,0,0,0,0,1,0,0.049019607843137254,青年,低
21,35000,3.0,C,5000,14.27,0,0.14,1,3,0,0,1,0,0,1,0,0,0,0,0.14285714285714285,青年,低
25,35000,9.0,A,7000,7.327650910579088,0,0.2,0,2,1,0,0,0,1,0,0,0,0,0,0.2,青年,低
24,62000,7.0,B,3000,9.99,0,0.05,0,2,0,0,0,1,0,1,0,0,0,0,0.04838709677419355,青年,低
23,56500,7.0,D,3000,14.84,1,0.05,1,3,0,0,0,1,1,0,0,0,0,0,0.05309734513274336,青年,低
23,57000,6.0,D,3000,14.59,1,0.05,0,2,0,0,0,1,0,0,1,0,0,0,0.05263157894736842,青年,低
24,35000,1.0,D,7000,16.29,0,0.2,1,4,0,0,1,0,0,0,1,0,0,0,0.2,青年,低
24,35000,2.0,A,7500,7.9,0,0.21,0,3,1,0,0,0,0,0,1,0,0,0,0.21428571428571427,青年,低
26,64000,2.0,A,3000,7.327650910579088,0,0.05,0,4,0,0,0,1,0,0,0,1,0,0,0.046875,青年,低
22,58170,1.0,A,3000,9.07,1,0.05,0,2,0,0,0,1,0,1,0,0,0,0,0.05157297576070139,青年,低
23,58800,7.0,B,3000,10.36,1,0.05,0,4,0,0,0,1,0,0,0,0,1,0,0.05102040816326531,青年,低
22,58992,0.0,C,3000,12.84,1,0.05,1,3,0,0,0,1,0,0,0,1,0,0,0.050854353132628156,青年,低
25,65000,1.0,A,3000,8.49,0,0.05,0,4,0,0,0,1,0,0,1,0,0,0,0.046153846153846156,青年,低
24,35000,1.0,A,10000,7.9,0,0.29,0,4,0,0,1,0,0,0,0,1,0,0,0.2857142857142857,青年,低
22,65000,0.0,A,3000,6.99,0,0.05,0,4,0,0,0,1,0,1,0,0,0,0,0.046153846153846156,青年,低
22,35000,1.0,B,8000,12.69,0,0.23,0,4,0,0,1,0,0,1,0,0,0,0,0.22857142857142856,青年,低
26,65000,1.0,A,3000,5.79,0,0.05,0,2,0,0,0,1,0,0,0,0,0,1,0.046153846153846156,青年,低
23,65004,4.0,D,3000,14.84,0,0.05,0,3,0,0,0,1,0,1,0,0,0,0,0.0461510060919328,青年,低
26,35000,10.0,B,8000,12.69,0,0.23,0,3,1,0,0,0,0,0,0,0,1,0,0.22857142857142856,青年,低
23,65004,0.0,C,3000,13.61,0,0.05,1,3,0,0,0,1,0,0,0,0,0,1,0.0461510060919328,青年,低
23,66000,3.0,A,3000,5.99,0,0.05,0,2,0,0,0,1,0,1,0,0,0,0,0.045454545454545456,青年,低
25,60000,3.0,C,3000,13.47,1,0.05,1,3,0,0,0,1,0,0,0,1,0,0,0.05,青年,低
23,67000,7.0,B,3000,10.99,0,0.04,0,2,0,0,0,1,0,0,0,1,0,0,0.04477611940298507,青年,低
23,35000,0.0,B,12000,12.42,0,0.34,0,3,1,0,0,0,0,0,0,0,0,1,0.34285714285714286,青年,中
21,35000,5.0,B,8000,9.91,0,0.23,0,3,0,0,1,0,0,0,0,0,0,1,0.22857142857142856,青年,低
22,35000,5.0,A,5000,7.9,0,0.14,0,3,1,0,0,0,0,0,0,1,0,0,0.14285714285714285,青年,低
26,67500,0.0,B,3000,8.88,0,0.04,0,2,0,0,0,1,0,1,0,0,0,0,0.044444444444444446,青年,低
26,67500,1.0,A,3000,9.32,0,0.04,0,4,0,0,0,1,0,0,1,0,0,0,0.044444444444444446,青年,低
21,68000,3.0,C,3000,11.78,0,0.04,0,2,0,0,0,1,0,0,0,0,1,0,0.04411764705882353,青年,低
26,54400,2.0,E,3000,19.42,1,0.05,0,2,0,0,0,1,0,0,0,1,0,0,0.05514705882352941,青年,低
23,70000,1.0,C,3000,14.27,0,0.04,1,2,0,0,0,1,0,0,0,0,0,1,0.04285714285714286,青年,低
22,70000,2.0,A,3000,7.29,0,0.04,0,4,0,0,0,1,0,0,0,0,1,0,0.04285714285714286,青年,低
24,64000,7.0,D,3000,15.21,1,0.05,0,4,0,0,0,1,1,0,0,0,0,0,0.046875,青年,低
24,35000,7.0,A,15000,7.49,0,0.43,0,4,1,0,0,0,0,1,0,0,0,0,0.42857142857142855,青年,中
22,35000,2.0,A,6000,7.49,0,0.17,0,4,1,0,0,0,0,1,0,0,0,0,0.17142857142857143,青年,低
22,71000,5.0,C,3000,14.65,0,0.04,0,4,0,0,0,1,0,0,0,1,0,0,0.04225352112676056,青年,低
26,71000,9.0,B,3000,10.99555508249069,0,0.04,0,4,0,0,0,1,0,0,0,1,0,0,0.04225352112676056,青年,低
26,35000,3.0,B,7200,10.59,0,0.21,0,3,1,0,0,0,0,0,0,0,1,0,0.2057142857142857,青年,低
23,72000,8.0,B,3000,11.99,0,0.04,0,2,0,0,0,1,0,0,0,1,0,0,0.041666666666666664,青年,低
21,35000,6.0,B,15000,10.99555508249069,0,0.43,0,4,1,0,0,0,1,0,0,0,0,0,0.42857142857142855,青年,中
23,72000,7.0,A,3000,7.43,0,0.04,0,2,0,0,0,1,0,0,0,0,1,0,0.041666666666666664,青年,低
26,72054,9.0,A,3000,7.29,0,0.04,0,2,0,0,0,1,0,0,1,0,0,0,0.041635440086601715,青年,低
23,73000,2.0,B,3000,12.18,0,0.04,0,3,0,0,0,1,0,0,0,0,0,1,0.0410958904109589,青年,低
22,35000,4.0,F,5000,21.36,0,0.14,1,2,1,0,0,0,0,0,0,0,0,1,0.14285714285714285,青年,低
23,74250,3.0,B,3000,11.99,0,0.04,0,4,0,0,0,1,1,0,0,0,0,0,0.04040404040404041,青年,低
23,35000,7.0,A,2100,5.42,0,0.06,0,3,1,0,0,0,0,1,0,0,0,0,0.06,青年,低
